Company_Id,title,publish date
3,"Trump reportedly tried to stop Amazon from winning a $10 billion cloud deal, but experts say Microsoft won on its own merits (AMZN, MSFT)",10/29/19
3,"Microsoft and Amazon are showing slowdowns in their all-important cloud businesses — but Wall Street says there's far more to the story (AMZN, MSFT)",10/25/19
3,"Microsoft's $10 billion Pentagon cloud contract win is a clear sign it's in the same league as Amazon Web Services, but experts say the fight isn't finished yet (MSFT, AMZN)",10/29/19
3,"It looks like Amazon is moving into a massive new tower that the late Microsoft cofounder Paul Allen's company is building in the Seattle suburb where Jeff Bezos started it all (AMZN, MSFT)",10/30/19
3,MSFT Events app gets updated ahead of Microsoft Ignite,10/24/19
3,Microsoft Corp (MSFT) Q1 2020 Earnings Call Transcript,10/24/19
3,The Number One: FAANG companies’ employees donate most often to this presidential candidate,10/31/19
3,Microsoft’s Challenge of Amazon in the Cloud Gains Force - The Wall Street Journal,10/27/19
3,"The Ratings Game: Microsoft earnings show company can ‘weather any storm,’ analyst says",10/24/19
3,The Ratings Game: Microsoft wins JEDI battle but Amazon could return fire,10/28/19
3,"Tech Roundup: AMZN Misses, MSFT Tops, INTC Is the Biggest Surprise - Yahoo Finance",10/25/19
3,"In One Chart: Facebook, Visa among the stocks with high ESG marks — enough to outrun the S&P 500",10/18/19
3,"Momentum investors are now buying shares of Apple, Amazon and Netflix",10/15/19
3,Microsoft to announce Q1 2020 earnings,10/23/19
3,Microsoft (MSFT) to Report Q1 Earnings: What to Expect?,10/18/19
3,"Going Into Earnings, Microsoft Stock Is a Buy",10/18/19
3,The Force is with Microsoft: Shares up on winning JEDI contract,10/28/19
3,Will Microsoft's (MSFT) Cloud Segment Drive Its Q1 Earnings?,10/21/19
3,"Microsoft, Nuance Team Up to Accelerate Healthcare Delivery",10/18/19
3,"Microsoft has a massive opportunity to overtake Amazon Web Services thanks to the strength of its hybrid cloud business, analysts say (MSFT)",10/24/19
3,"Microsoft is bringing back its all-inclusive Xbox One subscription deal, and it includes an upgrade plan for the next-generation Xbox (MSFT)",10/28/19
3,"SAP's co-CEO and Microsoft's sales chief explain why they're teaming up for a cloud partnership that could mean trouble for Amazon (MSFT, SAP)",10/21/19
3,Microsoft Corp. (MSFT) CEO Satya Nadella on Q1 2020 Results - Earnings Call Transcript,10/24/19
3,Why the Earnings Surprise Streak Could Continue for Microsoft (MSFT),10/21/19
3,"5 Top Stock Trades for Monday: BA, MSFT, JNJ, SNAP, AXP",10/18/19
3,"The Ratings Game: Cloud software stocks slammed amid Workday fears, Morgan Stanley doubts",10/16/19
3,"Earnings Watch: Boeing, Caterpillar report disappointing earnings, but their shares bounce back",10/23/19
3,Outside the Box: Here’s what to watch in the Microsoft vs. Amazon cloud battle after JEDI win,10/28/19
3,Microsoft’s Break Out May Send Shares Surging Higher,10/28/19
3,The Ratings Game: Chip-equipment companies suggest a recovery is on the way,10/31/19
3,Microsoft Earnings Preview: Buy MSFT Stock on Cloud Computing Growth?,10/17/19
3,Microsoft (MSFT) Q1 Earnings and Revenues Top Estimates,10/23/19
3,Wall Street Looks For Direction Amid Mixed Earnings Results,10/23/19
3,"Tech Stocks' Earnings Roster for Oct 23: MSFT, XLNX & More - Yahoo Finance",10/22/19
3,"The Force Is With Microsoft; Apple Might Be Cooked For Now, Let's Chart It",10/27/19
3,Apple supera Microsoft é mais uma vez a empresa mais valiosa do mundo,10/19/19
3,"We're Just Points From An S&P Breakout, And Strong Results From Microsoft, ServiceNow, And PayPal Will Boost Cloud Names",10/24/19
3,"Earnings Get Even Busier As More Than 40 Companies Report Today, Including Amazon",10/24/19
3,Tech Stocks Drive the S&P 500 to Record Highs - Market Realist,10/29/19
3,Rex Nutting: The super rich elite have more money than they know what to do with,10/28/19
3,The total market index isn’t all it’s cracked up to be,10/21/19
3,"Earnings Watch: Tesla speeds toward unpleasant earnings turn, Boeing faces tough questions",10/20/19
3,"Eurozone Fears, CAT, MSFT & TSLA Earnings & Buy Callaway Stock - Free Lunch",10/24/19
3,9 ETFs to Buy Now for Growth,10/30/19
3,Microsoft (MSFT) Prepares To Release Earnings: Can It Remain The Cloud King?,10/22/19
3,Earnings Outlook: Microsoft earnings: The death of Windows 7 is almost here,10/22/19
3,Microsoft Stock Poised To Break Out On JEDI Contract Win - Investor's Business Daily,10/28/19
3,How Stock Market Indices Are Taking Cues from Microsoft,10/28/19
3,【世界経済を知る】増収増益、連続増配ハイテク米国株銘柄マイクロソフト【MSFT】 - 日本の投資家AFURO KENブログ,10/18/19
3,3 Tech Stocks to Buy After the Nasdaq Breakout - Investorplace.com,10/28/19
3,Ações da Apple batem novo recorde; Alphabet passa Amazon e se torna a 3ª empresa mais valiosa,10/23/19
3,Microsoft Trades Higher On $10B Cloud Computing Deal With Pentagon,10/28/19
3,5 Amazing Big Tech Earnings Charts - Zacks.com,10/22/19
3,Is Amazon Stock Ready to Break Out Again?,10/15/19
3,Microsoft Just Won a $10 Billion Defense Cloud Contract,10/28/19
3,6 Stocks to Buy for Their Massive Stock Buybacks,10/30/19
3,"Andrew Yang at Democratic debate: No one uses Bing. ‘Sorry, Microsoft, it’s true.’ - NJ.com",10/16/19
3,5 Amazing Big Tech Earnings Charts,10/22/19
3,"Ações da Apple abrem a semana em nova alta histórica, valendo agora US$249,05",10/28/19
3,"Apple surpasses Microsoft as the world’s most valuable company (AAPL, MSFT)",10/18/19
3,Microsoft Set to Beat Estimates: ETFs to Buy,10/21/19
3,Are Women Better Stock Investors?,10/23/19
3,Tech Stocks for Dividend Investors to Buy as Q3 Earnings Season Heats Up,10/16/19
3,5 Amazing Big Tech Earnings Charts - Nasdaq,10/22/19
3,Microsoft As The One Stock To Rule Them All,10/25/19
3,Software sees green after MSFT print,10/24/19
3,"France, Germany cloud push rivals AMZN, MSFT",10/29/19
3,"Microsoft: i conti volano con Office e cloud, in calo Surface e gaming",10/24/19
3,"MSFT, ORCL, VMW most defensible stocks - BMO",10/18/19
3,"""Digital"" Gains in Real Estate",10/22/19
3,Microsoft Reports Good Results and Mixed Guidance,10/23/19
3,"Microsoft's booming cloud business could send the stock soaring 15% over the next year, RBC says (MSFT)",10/18/19
3,Microsoft CEO Satya Nadella lays out the technologies he’s betting on to take it past its $1 trillion valuation (MSFT),10/24/19
3,CenturyLink Augments Network Connectivity to Google Cloud,10/16/19
3,"Amazon AWS Selected by Old Mutual, Expands Cloud Clientele",10/18/19
3,"The Zacks Analyst Blog Highlights: Verizon, Microsoft and Cisco Systems",10/17/19
3,"Manufacturing & Retail Worries, Brexit, Q3 Earnings & Buy Google Stock - Free Lunch",10/17/19
3,"S&P 500 at New Highs, Rate Cut, Tech Earnings & Buy BURL Stock - Free Lunch",10/29/19
3,What to watch in Microsoft's Q1,10/23/19
3,"Nuance, Microsoft automating clinical documentation",10/17/19
3,Microsoft forecasts Q2 Intelligent Cloud strength,10/23/19
3,How the U.S. Trade War With China Might Affect Sony,10/24/19
3,"The Zacks Analyst Blog Highlights: Facebook, International Business Machines, Microsoft, SAP and Accenture - Nasdaq",10/16/19
3,David Rolfe’s Wedgewood Sells Longtime Holding Berkshire Hathaway,10/17/19
3,Microsoft Sees Few Clouds on Tech Horizon - The Wall Street Journal,10/24/19
3,S&P 500: Tech Stocks Could Lead Decline Today - Market Realist,10/23/19
3,Microsoft Stock Approaches Buy Point On Post-Earnings Buzz - Investor's Business Daily,10/25/19
3,Amazon may seek cloud rematch with Microsoft and the Pentagon - Fox Business,10/28/19
3,Dow Jones Flashes Bullish Signal; Alphabet Rallies Ahead Of Earnings - Investor's Business Daily,10/28/19
3,Daily Insider Ratings Round Up 10/28/19,10/30/19
3,EU data watchdog raises Microsoft concerns,10/21/19
3,Don't count Amazon out on JEDI contract- Cowen,10/28/19
3,Microsoft is a cloud story: analyst - Yahoo Finance,10/23/19
3,Microsoft acquires Mover,10/21/19
3,Apple shares hit new all-time intraday high,10/22/19
3,Apple shares hit new all-time intraday and closing highs,10/21/19
3,Apple shares hit new all-time intraday and closing highs,10/25/19
3,Apple shares hit new all-time intraday and closing highs,10/24/19
4,Wall Street is souring on Netflix ahead of earnings. Here's why 6 firms have cut their price targets in recent weeks. (NFLX),10/16/19
4,Netflix Inc (NFLX) Q3 2019 Earnings Call Transcript,10/17/19
4,The Number One: FAANG companies’ employees donate most often to this presidential candidate,10/31/19
4,Netflix says new competition from Apple and Disney might actually help its business,10/16/19
4,Benioff & Weiss drop out of ‘Star Wars’ trilogy and HBO nixes ‘Game of Thrones’ prequel series,10/29/19
4,Stranger Things fans are flocking to buy this item,10/16/19
4,LIVE: Netflix reports Q3 earnings as Wall Street braces for another miss on subscriber growth (NFLX),10/16/19
4,This chart shows how much Brexit matters to the U.S. stock market,10/17/19
4,Need to Know: The S&P 500 may be ‘one decent day of gains’ away from a ‘breakout’,10/16/19
4,"The Ratings Game: Apple’s battle with Netflix won’t hurt profit despite free offer and content costs, Morgan Stanley says",10/23/19
4,Netflix to sell another $2 billion of junk bonds as it braces for onslaught of competition,10/21/19
4,Netflix Earnings Preview,10/15/19
4,"Momentum investors are now buying shares of Apple, Amazon and Netflix",10/15/19
4,Meg Whitman’s new venture is thinking big with a short-form streaming service,10/22/19
4,Netflix: The Best Days Are Over,10/17/19
4,"Netflix is 'the Mercedes-Benz, it's the Rolex' of streaming: analyst",10/16/19
4,Netflix Stock Chart and Earnings Preview,10/16/19
4,Netflix (NFLX) Surpasses Q3 Earnings Estimates,10/16/19
4,What's Next for Netflix Stock After Q3 Earnings as Apple & Disney Launch?,10/18/19
4,Actualité : Netflix passe la barre des 151 millions d'abonnés et rassure les actionnaires,10/17/19
4,"Netflix admitted price hikes hurt growth in the US, and its pricing power will face an even greater test as new rivals launch (NFLX)",10/18/19
4,What's in the Offing for Netflix (NFLX) in Q3 Earnings?,10/15/19
4,MarketWatch First Take: Netflix finally admits the obvious: Competition from Apple and Disney will hurt,10/16/19
4,Market Extra: WeWork bonds sink as bankers circulate rescue financing proposals,10/16/19
4,Market Extra: WeWork bonds fall on SoftBank’s roughly $10 billion rescue package,10/24/19
4,3 Tech Stocks for Growth Investors to Buy During Q3 Earnings Season - Nasdaq,10/18/19
4,"The 'Empire Strikes Back'; Why FANG Isn't Leading, And What It Can Do Right Now",10/18/19
4,3 Reasons to Believe Netflix’s Incredible Cash Flow Promise,10/19/19
4,Netflix Jumps After Earnings But Has A Winding Road Ahead,10/17/19
4,"Big Bank & Healthcare Earnings, Netflix Q3 Preview & Buy Lululemon Stock - Free Lunch",10/15/19
4,Survey: Teens Spend More Time On YouTube Than Netflix,10/15/19
4,Netflix spikes 11% after global subscriber growth blows away forecasts (NFLX),10/16/19
4,Jeff Reeves's Strength in Numbers: Three company earnings reports that are better than you thought — and three that are worse,10/17/19
4,Assessing Apple's Streaming Plans' Potential To Hurt Netflix,10/21/19
4,Disney Earnings Preview: What's Next for DIS Stock in the Streaming TV Era,10/31/19
4,"Bank Earnings Quartet Mostly In Tune, Led By Strength At JP Morgan, Citigroup",10/15/19
4,Netflix Set To Report Earnings As Streaming Wars Intensify,10/15/19
4,Netflix Q3 Preview: The Calm Before the Streaming-Wars Storm?,10/15/19
4,Will Netflix Inc Remain A FAA(N)G Stock?,10/24/19
4,"Barron's Picks And Pans: Boeing, Comcast, Conoco, Emerson And More",10/20/19
4,'Netflix of horror' hopes to capitalize on Halloween spending,10/30/19
4,Netflix scores big with 'Breaking Bad' but streaming wars loom large,10/20/19
4,Desperate Netflix Loses Chill After Quarterly Report to Tackle Your Password Sharing,10/22/19
4,Don’t Miss the Chance to Get in on Netflix Stock Ahead of Earnings,10/15/19
4,"3 Large-Cap Stocks to Buy After Earnings: JPM, NFLX and KMI",10/18/19
4,Edited Transcript of NFLX earnings conference call or presentation 16-Oct-19 10:00pm GMT,10/18/19
4,5 Key Earnings Charts to Watch This Week,10/16/19
4,Economic Data Deluge,10/16/19
4,"Manufacturing & Retail Worries, Brexit, Q3 Earnings & Buy Google Stock - Free Lunch",10/17/19
4,Netflix looks for earnings rebound as streaming fight heats up - Fox Business,10/16/19
4,"NFLX, ACB among top premarket gainers",10/17/19
4,Why Netflix Shareholders Should Be Worried,10/18/19
4,Netflix Grabs Another $2.2 Billion of Lower-Interest Debt,10/23/19
4,2 Tech Stocks That Could Beat a Recession,10/25/19
4,Stocks 'no brainer' over bonds - Fox Business,10/19/19
4,Attention Walmart shoppers! Streaming service Vudu for sale? - Fox Business,10/30/19
4,'Game of Thrones' creators exit upcoming 'Star Wars' films,10/29/19
4,Goldman Sachs: 3 Buy-Rated Stocks That Could Soar,10/17/19
4,Is Doomed Netflix the New BlackBerry?,10/15/19
4,Apple shares hit new all-time intraday and closing highs,10/23/19
4,Apple shares hit new all-time intraday and closing highs,10/23/19
4,Apple shares hit new all-time intraday high,10/22/19
4,Apple shares hit new all-time intraday and closing highs,10/25/19
4,Apple shares hit new all-time intraday and closing highs,10/24/19
4,"Bank of America Results, Brexit Dominate Morning, but Netflix in Focus this Afternoon",10/16/19
4,"Earnings Speak To Continued Equity Upside, Says Bill Gunderson (Podcast)",10/21/19
4,美股盤後 — 川普稱美中協議進展順利 標普衝破 3000 大關 - 鉅亨網財經新聞,10/21/19
