,Company_Id,title,publish date
85,1,"Undeserved: Alphabet, Shopify; Unforgiven: Grubhub, Beyond Meat",2019-10-29
86,1,5 Amazing Big Tech Earnings Charts - Nasdaq,2019-10-22
87,1,One Winter Night 2019 720p AMZN WEBRip x264-KamiKaze,2019-10-30
88,1,The Circus S04E14 720p AMZN WEB-DL H264-monkee,2019-10-29
89,1,Lobbying spending by tech giants set to hit record highs - Fox Business,2019-10-28
90,1,Amazon experiments with travel benefit for employee health care - Fox Business,2019-10-15
91,1,Google's Nest Business Is Losing Key Customers—What's Next? - Market Realist,2019-10-22
92,1,Spotify Earnings Surprise As Subscriber Growth Tops Views - Investor's Business Daily,2019-10-28
93,1,"BUD, AMZN among premarket losers",2019-10-25
94,1,Lot Lizard 2016 1080p AMZN WEBRip x264-NTb,2019-10-29
95,1,Baby Baby Baby 2015 1080p AMZN WEBRip x264-ABM,2019-10-31
96,1,麥肯錫：全球逾半數銀行無法承受經濟衰退 - 鉅亨網財經新聞,2019-10-22
97,1,Betting On Tomorrow: Introducing Premium Tech Research,2019-10-28
98,1,Naspers Spinoff Wades Into U.K. Food Delivery Fight,2019-10-24
99,1,"Amazon, Twitter, Intel earnings — What to know in markets Thursday",2019-10-23
100,2,Cisco Systems (CSCO) Outpaces Stock Market Gains: What You Should Know,2019-10-21
101,2,"Cisco Closes CloudCherry Buyout, Boosts Customer Experience",2019-10-15
102,2,"John Chambers and a star team of ex-Cisco engineers have finally launched Pensando Systems, a startup with $278 million in funding, to take on Amazon — and Cisco (CSCO)",2019-10-17
103,2,【不労所得】配当金7000円を米国株シスコシステムズからゲット！ - ”もみあげ”の米国株投資-お金で幸せになる！-,2019-10-26
104,2,"Barron's Picks And Pans: Boeing, Comcast, Conoco, Emerson And More",2019-10-20
105,2,Tech Stocks for Dividend Investors to Buy as Q3 Earnings Season Heats Up,2019-10-16
106,2,Apple shares hit new all-time intraday and closing highs,2019-10-23
107,2,Apple shares hit new all-time intraday and closing highs,2019-10-28
108,2,Apple shares hit new all-time intraday and closing highs,2019-10-21
109,2,Apple shares hit new all-time intraday and closing highs,2019-10-24
110,2,Apple shares hit new all-time intraday and closing highs,2019-10-25
111,2,Apple shares hit new all-time intraday high,2019-10-22
112,2,3 Top High-Yield Tech Stocks,2019-10-30
113,2,Big Tech Stakes Equal Big Risk - Morningstar.com,2019-10-21
114,2,Trying to Find Value in Tech Companies That Have Gone Public in 2019: Slack Technologies - Yahoo Finance,2019-10-29
115,2,"The Zacks Analyst Blog Highlights: Verizon, Microsoft and Cisco Systems",2019-10-17
116,2,6 Stocks to Buy for Their Massive Stock Buybacks,2019-10-30
117,2,"Merger Arbitrage Mondays - 7 Deals Close, With Few New Ones In Sight",2019-10-15
118,2,Merger Arbitrage Mondays - Alexion's Acquisition Of Achillion Includes A Free Kicker,2019-10-22
119,2,美股盤後 — 波音、嬌生暴跌夾擊 道瓊下跌逾250點 - http://house.cnyes.com/global/index_all_news.aspx,2019-10-18
120,2,5 Top-Ranked Cheap Stocks Trading Under $20 to Buy Right Now,2019-10-30
121,2,Readers' Call: Good Dogs And Rogues September 13-October 11,2019-10-17
122,2,"The SaaS Correction Isn't Done, But Names Like Alteryx Can Be Bought Already",2019-10-21
123,2,"Zoom: Great Company, Valuation Still In Fantasy Land",2019-10-22
124,2,20 Large-Cap Dividend Stocks With More Cash Than Debt,2019-10-25
125,2,Merger Arbitrage Mondays - Pacific Biosciences Drops After U.K.'s Competition And Markets Authority Raises Concerns,2019-10-30
126,2,米国株（アメリカ株）の高配当銘柄ランキングTOP10！アップルの配当、「ダウの犬」投資法とは？,2019-10-28
127,2,Our SaaS Picks: Playing Defense In The Software Space,2019-10-25
128,2,Datadog - Something Special And Worth A Gamble,2019-10-30
129,2,Cisco Schedules Conference Call for Q1 Fiscal Year 2020 Financial Results,2019-10-30
130,2,Cisco Powering KDDI's Network Refresh for 5G,2019-10-21
131,2,Les chrétiens oubliés en Syrie,2019-10-18
132,2,Cisco Nominates Carol B. Tomé to Board of Directors,2019-10-17
133,2,Cisco Strengthens Partnership with Telenor on 5G in Norway,2019-10-21
134,2,Cisco Deploys Intent-Based Networking Technology into the Telefonica,2019-10-21
135,2,"Ex-Cisco CEO John Chambers, star team of engineers have a startup targeting Amazon’s AWS",2019-10-16
136,2,"Your first trade for Tuesday, October 29",2019-10-29
137,2,"AppDynamics Delivers Latest App Attention Index Report, Revealing Emergence of The Era of the Digital Reflex",2019-10-15
138,2,Dynatrace: The Transition Period Provides The Opportunity,2019-10-28
139,2,City Football Group Announces New Global Partnership With Cisco,2019-10-17
140,2,"Your first trade for Friday, October 25",2019-10-25
141,2,"Your first trade for Thursday, October 17",2019-10-17
142,2,"Your first trade for Wednesday, October 16",2019-10-16
143,2,How To Retire With Just Half A Million,2019-10-26
144,2,"10 ""Autopay"" Dividend Stock Picks to Subscribe To",2019-10-30
145,2,От санкций на полном ходу,2019-10-22
146,2,Better buy: Cisco Systems vs. Microsoft,2019-10-17
147,2,"Your first trade for Tuesday, October 22",2019-10-22
148,2,Hollywood Park Partners With Cisco To Create World-Class Technology Showcase,2019-10-31
149,2,Micron: Watch For Big Upside In Server Growth From Customers This Quarter,2019-10-18
150,2,China Decoupling Puts The QQQ At Risk,2019-10-24
151,2,Best Dividend Stocks for November 2019,2019-10-30
152,2,Mad Dogs Of The Dow - The Outperformance Increases,2019-10-15
153,2,Digital Ad Spending Projected to Finally Surpass Offline Spending This Year,2019-10-17
154,2,Cisco Schedules Conference Call for Q1 Fiscal Year 2020 Financial Results,2019-10-30
155,2,5 Best CEFs To Buy For October 2019,2019-10-19
156,2,Pagerduty: The Only Bull Case Scenario,2019-10-22
157,2,"BetterInvesting 100 Index Grows 10.4% Annually for 5 Years, 13.4% for 10 Years Through September",2019-10-18
158,2,Cisco Nominates Carol B. Tomé to Board of Directors,2019-10-17
159,2,Canary Wharf Group and Cisco announce deployment of OpenRoaming,2019-10-31
160,2,Hollywood Park Partners With Cisco To Create World-Class Technology Showcase,2019-10-31
161,2,"Zoom: Great Company, Valuation Still In Fantasy Land",2019-10-22
162,2,"Cisco Research Shows IT Eager to Adopt Artificial Intelligence, Intent-based Networking",2019-10-24
163,2,Here’s how much Corporate America’s paying in taxes after Trump’s cuts,2019-10-30
164,2,Doubling The Market's Result With The Safest Stocks,2019-10-16
165,2,Micron: Watch For Big Upside In Server Growth From Customers This Quarter,2019-10-18
166,2,Gogo Announces Partners For 5G Network and Onboard Systems,2019-10-22
167,2,"Танкеры для завода ""Ямал СПГ"" освободили от санкций США",2019-10-22
168,2,"Cisco Research Shows IT Eager to Adopt Artificial Intelligence, Intent-based Networking",2019-10-24
169,2,"Cloud Names Are Getting Hammered, Buy Them Or Look At Other Sectors, Yes And Yes",2019-10-16
170,2,"Atlassian Earnings: Solid Quarter, Bad Timing Summary",2019-10-22
171,2,"Atlassian Earnings: Solid Quarter, Bad Timing",2019-10-22
172,2,推动诊疗提高生存率 他们都为乳癌诊治而忙碌,2019-10-16
173,2,Quarterly Review Of DivGro: Q3 2019,2019-10-23
174,2,Dividend Challenger Highlights: Week Of October 20,2019-10-19
175,2,"Cisco Touts KDDI, Telenor, Telefonica 5G Deployments",2019-10-21
176,2,"Microsoft Azure And Amazon AWS Results Will Inform Us On Tech Rally, Boeing Is Still A Buy",2019-10-21
177,2,The Most Dangerous Dividend Stocks You Can Buy This Earnings Season,2019-10-31
178,2,"As Chevron (CVX) Stock Price Rose, Bowen Hanes & Co Increased by $1.28 Million Its Stake; As Apple (AAPL) Market Valuation Rose, Lucas Capital Management Has Decreased Position - MЕSА Wееkly",2019-10-18
179,2,“乡村医生”淋巴瘤科普公益行项目北川站举行,2019-10-22
180,3,LIVE: Here come Microsoft's earnings (MSFT),2019-10-23
181,3,Microsoft CEO Satya Nadella made $42.9 million in its last fiscal year — up 65% from the year before (MSFT),2019-10-16
182,3,"Trump reportedly tried to stop Amazon from winning a $10 billion cloud deal, but experts say Microsoft won on its own merits (AMZN, MSFT)",2019-10-29
183,3,"Microsoft and Amazon are showing slowdowns in their all-important cloud businesses — but Wall Street says there's far more to the story (AMZN, MSFT)",2019-10-25
184,3,"Microsoft's $10 billion Pentagon cloud contract win is a clear sign it's in the same league as Amazon Web Services, but experts say the fight isn't finished yet (MSFT, AMZN)",2019-10-29
185,3,"It looks like Amazon is moving into a massive new tower that the late Microsoft cofounder Paul Allen's company is building in the Seattle suburb where Jeff Bezos started it all (AMZN, MSFT)",2019-10-30
186,3,MSFT Events app gets updated ahead of Microsoft Ignite,2019-10-24
187,3,Microsoft Corp (MSFT) Q1 2020 Earnings Call Transcript,2019-10-24
188,3,The Number One: FAANG companies’ employees donate most often to this presidential candidate,2019-10-31
189,3,Microsoft’s Challenge of Amazon in the Cloud Gains Force - The Wall Street Journal,2019-10-27
190,3,"The Ratings Game: Microsoft earnings show company can ‘weather any storm,’ analyst says",2019-10-24
191,3,The Ratings Game: Microsoft wins JEDI battle but Amazon could return fire,2019-10-28
192,3,"Tech Roundup: AMZN Misses, MSFT Tops, INTC Is the Biggest Surprise - Yahoo Finance",2019-10-25
193,3,"In One Chart: Facebook, Visa among the stocks with high ESG marks — enough to outrun the S&P 500",2019-10-18
194,3,"Momentum investors are now buying shares of Apple, Amazon and Netflix",2019-10-15
195,3,Microsoft to announce Q1 2020 earnings,2019-10-23
196,3,Microsoft (MSFT) to Report Q1 Earnings: What to Expect?,2019-10-18
197,3,"Going Into Earnings, Microsoft Stock Is a Buy",2019-10-18
198,3,The Force is with Microsoft: Shares up on winning JEDI contract,2019-10-28
199,3,Will Microsoft's (MSFT) Cloud Segment Drive Its Q1 Earnings?,2019-10-21
200,3,"Microsoft, Nuance Team Up to Accelerate Healthcare Delivery",2019-10-18
201,3,"Microsoft has a massive opportunity to overtake Amazon Web Services thanks to the strength of its hybrid cloud business, analysts say (MSFT)",2019-10-24
202,3,"Microsoft is bringing back its all-inclusive Xbox One subscription deal, and it includes an upgrade plan for the next-generation Xbox (MSFT)",2019-10-28
203,3,"SAP's co-CEO and Microsoft's sales chief explain why they're teaming up for a cloud partnership that could mean trouble for Amazon (MSFT, SAP)",2019-10-21
204,3,Microsoft Corp. (MSFT) CEO Satya Nadella on Q1 2020 Results - Earnings Call Transcript,2019-10-24
205,3,Why the Earnings Surprise Streak Could Continue for Microsoft (MSFT),2019-10-21
206,3,"5 Top Stock Trades for Monday: BA, MSFT, JNJ, SNAP, AXP",2019-10-18
207,3,"The Ratings Game: Cloud software stocks slammed amid Workday fears, Morgan Stanley doubts",2019-10-16
208,3,"Earnings Watch: Boeing, Caterpillar report disappointing earnings, but their shares bounce back",2019-10-23
209,3,Outside the Box: Here’s what to watch in the Microsoft vs. Amazon cloud battle after JEDI win,2019-10-28
210,3,Microsoft’s Break Out May Send Shares Surging Higher,2019-10-28
211,3,The Ratings Game: Chip-equipment companies suggest a recovery is on the way,2019-10-31
212,3,Microsoft Earnings Preview: Buy MSFT Stock on Cloud Computing Growth?,2019-10-17
213,3,Microsoft (MSFT) Q1 Earnings and Revenues Top Estimates,2019-10-23
214,3,Wall Street Looks For Direction Amid Mixed Earnings Results,2019-10-23
215,3,"Tech Stocks' Earnings Roster for Oct 23: MSFT, XLNX & More - Yahoo Finance",2019-10-22
216,3,"The Force Is With Microsoft; Apple Might Be Cooked For Now, Let's Chart It",2019-10-27
217,3,Apple supera Microsoft é mais uma vez a empresa mais valiosa do mundo,2019-10-19
218,3,"We're Just Points From An S&P Breakout, And Strong Results From Microsoft, ServiceNow, And PayPal Will Boost Cloud Names",2019-10-24
219,3,"Earnings Get Even Busier As More Than 40 Companies Report Today, Including Amazon",2019-10-24
220,3,Tech Stocks Drive the S&P 500 to Record Highs - Market Realist,2019-10-29
221,3,Rex Nutting: The super rich elite have more money than they know what to do with,2019-10-28
222,3,The total market index isn’t all it’s cracked up to be,2019-10-21
223,3,"Earnings Watch: Tesla speeds toward unpleasant earnings turn, Boeing faces tough questions",2019-10-20
224,3,"Eurozone Fears, CAT, MSFT & TSLA Earnings & Buy Callaway Stock - Free Lunch",2019-10-24
225,3,9 ETFs to Buy Now for Growth,2019-10-30
226,3,Microsoft (MSFT) Prepares To Release Earnings: Can It Remain The Cloud King?,2019-10-22
227,3,Earnings Outlook: Microsoft earnings: The death of Windows 7 is almost here,2019-10-22
228,3,Microsoft Stock Poised To Break Out On JEDI Contract Win - Investor's Business Daily,2019-10-28
229,3,How Stock Market Indices Are Taking Cues from Microsoft,2019-10-28
230,3,【世界経済を知る】増収増益、連続増配ハイテク米国株銘柄マイクロソフト【MSFT】 - 日本の投資家AFURO KENブログ,2019-10-18
231,3,3 Tech Stocks to Buy After the Nasdaq Breakout - Investorplace.com,2019-10-28
232,3,Ações da Apple batem novo recorde; Alphabet passa Amazon e se torna a 3ª empresa mais valiosa,2019-10-23
233,3,Microsoft Trades Higher On $10B Cloud Computing Deal With Pentagon,2019-10-28
234,3,5 Amazing Big Tech Earnings Charts - Zacks.com,2019-10-22
235,3,Is Amazon Stock Ready to Break Out Again?,2019-10-15
236,3,Microsoft Just Won a $10 Billion Defense Cloud Contract,2019-10-28
237,3,6 Stocks to Buy for Their Massive Stock Buybacks,2019-10-30
238,3,"Andrew Yang at Democratic debate: No one uses Bing. ‘Sorry, Microsoft, it’s true.’ - NJ.com",2019-10-16
239,3,5 Amazing Big Tech Earnings Charts,2019-10-22
240,3,"Ações da Apple abrem a semana em nova alta histórica, valendo agora US$249,05",2019-10-28
241,3,"Apple surpasses Microsoft as the world’s most valuable company (AAPL, MSFT)",2019-10-18
242,3,Microsoft Set to Beat Estimates: ETFs to Buy,2019-10-21
243,3,Are Women Better Stock Investors?,2019-10-23
244,3,Tech Stocks for Dividend Investors to Buy as Q3 Earnings Season Heats Up,2019-10-16
245,3,5 Amazing Big Tech Earnings Charts - Nasdaq,2019-10-22
246,3,Microsoft As The One Stock To Rule Them All,2019-10-25
247,3,Software sees green after MSFT print,2019-10-24
248,3,"France, Germany cloud push rivals AMZN, MSFT",2019-10-29
249,3,"Microsoft: i conti volano con Office e cloud, in calo Surface e gaming",2019-10-24
250,3,"MSFT, ORCL, VMW most defensible stocks - BMO",2019-10-18
251,3,"""Digital"" Gains in Real Estate",2019-10-22
252,3,Microsoft Reports Good Results and Mixed Guidance,2019-10-23
253,3,"Microsoft's booming cloud business could send the stock soaring 15% over the next year, RBC says (MSFT)",2019-10-18
254,3,Microsoft CEO Satya Nadella lays out the technologies he’s betting on to take it past its $1 trillion valuation (MSFT),2019-10-24
255,3,CenturyLink Augments Network Connectivity to Google Cloud,2019-10-16
256,3,"Amazon AWS Selected by Old Mutual, Expands Cloud Clientele",2019-10-18
257,3,"The Zacks Analyst Blog Highlights: Verizon, Microsoft and Cisco Systems",2019-10-17
258,3,"Manufacturing & Retail Worries, Brexit, Q3 Earnings & Buy Google Stock - Free Lunch",2019-10-17
259,3,"S&P 500 at New Highs, Rate Cut, Tech Earnings & Buy BURL Stock - Free Lunch",2019-10-29
260,3,What to watch in Microsoft's Q1,2019-10-23
261,3,"Nuance, Microsoft automating clinical documentation",2019-10-17
262,3,Microsoft forecasts Q2 Intelligent Cloud strength,2019-10-23
263,3,How the U.S. Trade War With China Might Affect Sony,2019-10-24
264,3,"The Zacks Analyst Blog Highlights: Facebook, International Business Machines, Microsoft, SAP and Accenture - Nasdaq",2019-10-16
265,3,David Rolfe’s Wedgewood Sells Longtime Holding Berkshire Hathaway,2019-10-17
266,3,Microsoft Sees Few Clouds on Tech Horizon - The Wall Street Journal,2019-10-24
267,3,S&P 500: Tech Stocks Could Lead Decline Today - Market Realist,2019-10-23
268,3,Microsoft Stock Approaches Buy Point On Post-Earnings Buzz - Investor's Business Daily,2019-10-25
269,3,Amazon may seek cloud rematch with Microsoft and the Pentagon - Fox Business,2019-10-28
270,3,Dow Jones Flashes Bullish Signal; Alphabet Rallies Ahead Of Earnings - Investor's Business Daily,2019-10-28
271,3,Daily Insider Ratings Round Up 10/28/19,2019-10-30
272,3,EU data watchdog raises Microsoft concerns,2019-10-21
273,3,Don't count Amazon out on JEDI contract- Cowen,2019-10-28
274,3,Microsoft is a cloud story: analyst - Yahoo Finance,2019-10-23
275,3,Microsoft acquires Mover,2019-10-21
276,3,Apple shares hit new all-time intraday high,2019-10-22
277,3,Apple shares hit new all-time intraday and closing highs,2019-10-21
278,3,Apple shares hit new all-time intraday and closing highs,2019-10-25
279,3,Apple shares hit new all-time intraday and closing highs,2019-10-24
280,4,Wall Street is souring on Netflix ahead of earnings. Here's why 6 firms have cut their price targets in recent weeks. (NFLX),2019-10-16
281,4,Netflix Inc (NFLX) Q3 2019 Earnings Call Transcript,2019-10-17
282,4,The Number One: FAANG companies’ employees donate most often to this presidential candidate,2019-10-31
283,4,Netflix says new competition from Apple and Disney might actually help its business,2019-10-16
284,4,Benioff & Weiss drop out of ‘Star Wars’ trilogy and HBO nixes ‘Game of Thrones’ prequel series,2019-10-29
285,4,Stranger Things fans are flocking to buy this item,2019-10-16
286,4,LIVE: Netflix reports Q3 earnings as Wall Street braces for another miss on subscriber growth (NFLX),2019-10-16
287,4,This chart shows how much Brexit matters to the U.S. stock market,2019-10-17
288,4,Need to Know: The S&P 500 may be ‘one decent day of gains’ away from a ‘breakout’,2019-10-16
289,4,"The Ratings Game: Apple’s battle with Netflix won’t hurt profit despite free offer and content costs, Morgan Stanley says",2019-10-23
290,4,Netflix to sell another $2 billion of junk bonds as it braces for onslaught of competition,2019-10-21
291,4,Netflix Earnings Preview,2019-10-15
292,4,"Momentum investors are now buying shares of Apple, Amazon and Netflix",2019-10-15
293,4,Meg Whitman’s new venture is thinking big with a short-form streaming service,2019-10-22
294,4,Netflix: The Best Days Are Over,2019-10-17
295,4,"Netflix is 'the Mercedes-Benz, it's the Rolex' of streaming: analyst",2019-10-16
296,4,Netflix Stock Chart and Earnings Preview,2019-10-16
297,4,Netflix (NFLX) Surpasses Q3 Earnings Estimates,2019-10-16
298,4,What's Next for Netflix Stock After Q3 Earnings as Apple & Disney Launch?,2019-10-18
299,4,Actualité : Netflix passe la barre des 151 millions d'abonnés et rassure les actionnaires,2019-10-17
300,4,"Netflix admitted price hikes hurt growth in the US, and its pricing power will face an even greater test as new rivals launch (NFLX)",2019-10-18
301,4,What's in the Offing for Netflix (NFLX) in Q3 Earnings?,2019-10-15
302,4,MarketWatch First Take: Netflix finally admits the obvious: Competition from Apple and Disney will hurt,2019-10-16
303,4,Market Extra: WeWork bonds sink as bankers circulate rescue financing proposals,2019-10-16
304,4,Market Extra: WeWork bonds fall on SoftBank’s roughly $10 billion rescue package,2019-10-24
305,4,3 Tech Stocks for Growth Investors to Buy During Q3 Earnings Season - Nasdaq,2019-10-18
306,4,"The 'Empire Strikes Back'; Why FANG Isn't Leading, And What It Can Do Right Now",2019-10-18
307,4,3 Reasons to Believe Netflix’s Incredible Cash Flow Promise,2019-10-19
308,4,Netflix Jumps After Earnings But Has A Winding Road Ahead,2019-10-17
309,4,"Big Bank & Healthcare Earnings, Netflix Q3 Preview & Buy Lululemon Stock - Free Lunch",2019-10-15
310,4,Survey: Teens Spend More Time On YouTube Than Netflix,2019-10-15
311,4,Netflix spikes 11% after global subscriber growth blows away forecasts (NFLX),2019-10-16
312,4,Jeff Reeves's Strength in Numbers: Three company earnings reports that are better than you thought — and three that are worse,2019-10-17
313,4,Assessing Apple's Streaming Plans' Potential To Hurt Netflix,2019-10-21
314,4,Disney Earnings Preview: What's Next for DIS Stock in the Streaming TV Era,2019-10-31
315,4,"Bank Earnings Quartet Mostly In Tune, Led By Strength At JP Morgan, Citigroup",2019-10-15
316,4,Netflix Set To Report Earnings As Streaming Wars Intensify,2019-10-15
317,4,Netflix Q3 Preview: The Calm Before the Streaming-Wars Storm?,2019-10-15
318,4,Will Netflix Inc Remain A FAA(N)G Stock?,2019-10-24
319,4,"Barron's Picks And Pans: Boeing, Comcast, Conoco, Emerson And More",2019-10-20
